0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZB	ZB	0	2	2	2	2	2	2	2	2	2	2	0	ZB	ZB	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZT	ZT	0	2	2	2	2	2	2	2	2	2	2	0	ZT	ZT	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	I2	I2	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I3	I3	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	I2	I2	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I3	I3	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZB	ZB	0	3	3	3	3	3	3	3	3	3	3	0	ZB	ZB	0	3	3	3	3	3	3	3	3	3	3	0	ZB	ZB	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	3	3	3	3	3	3	3	3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	ZT	ZT	0	3	3	3	3	3	3	3	3	3	3	0	ZT	ZT	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	-1	ZL	ZL	I3	I3	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	ZL	ZL	I3	I3	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0	0	0	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	3	3	0	ZB	ZB	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	ZB	ZB	0	4	4	4	4	4	4	4	4	4	4	0	ZB	ZB	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	0	1	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	1	1	0	4	4	4	4	4	4	4	4	4	4	0	1	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	0	1	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	1	1	0	4	4	4	4	4	4	4	4	4	4	0	1	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	0	1	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	1	1	0	4	4	4	4	4	4	4	4	4	4	0	1	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	0	1	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	1	1	0	4	4	4	4	4	4	4	4	4	4	0	1	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	0	1	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	1	1	0	4	4	4	4	4	4	4	4	4	4	0	1	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	0	1	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	1	1	0	4	4	4	4	4	4	4	4	4	4	0	1	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	0	1	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	ZT	ZT	0	4	4	4	4	4	4	4	4	4	4	0	ZT	ZT	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	0	1	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	I2	I2	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I1	I1	ZR	ZR	-1	-1	-1	-1	-1	-1	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	I2	I2	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I1	I1	ZR	ZR	-1	-1	-1	-1	-1	-1	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	ZB	ZB	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	ZT	ZT	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	ZT	ZT	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	I2	I2	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I4	I4	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	I2	I2	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I4	I4	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	ZB	ZB	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	ZB	ZB	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	ZT	ZT	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I1	I1	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	2	2	2	2	2	2
3	3	3	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I1	I1	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	2	2	2	2	2	2
3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2￿￿￿
